
0	2113	0
0	2776	0
0	2584	0
0	3583	0
0	1826	0
1	3888	0
1	3444	0
1	1721	0
1	2713	0
1	4595	0
1	2642	0
1	3444	0
1	1721	0
1	2713	0
1	4595	0
2	3766	0
2	3444	0
2	1721	0
2	2713	0
2	4595	0
3	3752	0
3	2873	0
3	4199	0
3	4378	0
3	4318	0
4	2990	0
4	3996	0
4	2399	0
4	2109	0
4	4237	0
5	4214	0
5	2741	0
5	4110	0
5	4378	0
5	4318	0
6	2192	0
6	2677	0
6	2108	0
6	2854	0
6	1826	0
6	3795	0
6	3152	0
6	2581	0
6	2854	0
6	1826	0
6	2461	0
6	2677	0
6	2108	0
6	2854	0
6	1826	0
7	2151	0
7	3727	0
7	3327	0
7	2349	0
7	4620	0
8	3269	0
8	3948	0
8	2672	0
8	2972	0
8	2839	0
8	3146	0
8	4622	0
8	3553	0
8	2853	0
8	4620	0
8	1744	0
8	3716	0
8	3553	0
8	2853	0
8	4620	0
8	2411	0
8	3248	0
8	2396	0
8	4538	0
8	2004	0
9	4114	0
9	3727	0
9	3327	0
9	2349	0
9	4620	0
10	2712	0
10	4613	0
10	1743	0
10	4035	0
10	2594	0
11	2938	0
11	3041	0
11	3742	0
11	4356	0
11	3685	0
11	4614	0
11	1726	0
11	2535	0
11	2853	0
11	4620	0
12	2610	0
12	2621	0
12	1707	0
12	2853	0
12	4620	0
12	2828	0
12	3248	0
12	2396	0
12	4538	0
12	2004	0
13	3448	0
13	1958	0
13	1708	0
13	2690	0
13	4620	0
14	1718	0
14	2005	0
14	2007	0
14	3601	0
14	1826	0
15	1653	0
15	1726	0
15	2535	0
15	2853	0
15	4620	0
16	3967	0
16	2920	0
16	2984	0
16	2903	0
16	2289	0
17	3466	0
17	2128	0
17	4573	0
17	2853	0
17	4620	0
18	3052	0
18	1726	0
18	2535	0
18	2853	0
18	4620	0
19	2370	0
19	3152	0
19	2581	0
19	2854	0
19	1826	0
19	4594	0
19	4203	0
19	2170	0
19	3534	0
19	2594	0
19	2033	0
19	3445	0
19	2108	0
19	2854	0
19	1826	0
19	3795	0
19	3152	0
19	2581	0
19	2854	0
19	1826	0
19	2423	0
19	3445	0
19	2108	0
19	2854	0
19	1826	0
20	1661	0
20	3248	0
20	2396	0
20	4538	0
20	2004	0
20	3814	0
20	3498	0
20	2170	0
20	3534	0
20	2594	0
20	3481	0
20	3475	0
20	4250	0
20	2106	0
20	3685	0
20	3411	0
20	1998	0
20	4582	0
20	1694	0
20	2415	0
20	4494	0
20	1858	0
20	2535	0
20	2853	0
20	4620	0
21	3604	0
21	4031	0
21	3313	0
21	3850	0
21	4237	0
21	2601	0
21	2621	0
21	1707	0
21	2853	0
21	4620	0
22	2752	0
22	1579	0
22	3327	0
22	2349	0
22	4620	0
23	4702	0
23	2131	0
23	3629	0
23	3227	0
23	3639	0
23	2285	0
23	3061	0
23	3629	0
23	3227	0
23	3639	0
23	2194	0
23	2131	0
23	3629	0
23	3227	0
23	3639	0
23	2849	0
23	2131	0
23	3629	0
23	3227	0
23	3639	0
23	2860	0
23	1726	0
23	2535	0
23	2853	0
23	4620	0
23	3668	0
23	2131	0
23	3629	0
23	3227	0
23	3639	0
23	2353	0
23	1726	0
23	2535	0
23	2853	0
23	4620	0
23	2840	0
23	2131	0
23	3629	0
23	3227	0
23	3639	0
23	4347	0
23	2131	0
23	3629	0
23	3227	0
23	3639	0
24	1786	0
24	3801	0
24	4087	0
24	2724	0
24	1826	0
25	2416	0
25	2708	0
25	4472	0
25	1712	0
25	2381	0
25	4057	0
25	3599	0
25	1860	0
25	1712	0
25	2381	0
25	4202	0
25	2183	0
25	1860	0
25	1712	0
25	2381	0
26	3354	0
26	2706	0
26	3618	0
26	2622	0
26	2381	0
26	3207	0
26	2183	0
26	1860	0
26	1712	0
26	2381	0
26	3854	0
26	3571	0
26	3618	0
26	2622	0
26	2381	0
26	3347	0
26	4447	0
26	2703	0
26	2622	0
26	2381	0
26	3939	0
26	2706	0
26	3618	0
26	2622	0
26	2381	0
26	3847	0
26	2706	0
26	3618	0
26	2622	0
26	2381	0
26	3879	0
26	3040	0
26	3618	0
26	2622	0
26	2381	0
26	3760	0
26	3040	0
26	3618	0
26	2622	0
26	2381	0
26	3657	0
26	2706	0
26	3618	0
26	2622	0
26	2381	0
27	2771	0
27	3051	0
27	3295	0
27	2622	0
27	2381	0
27	1839	0
27	2183	0
27	1860	0
27	1712	0
27	2381	0
27	4390	0
27	2183	0
27	1860	0
27	1712	0
27	2381	0
27	2586	0
27	2083	0
27	3295	0
27	2622	0
27	2381	0
27	4490	0
27	2183	0
27	1860	0
27	1712	0
27	2381	0
27	3909	0
27	2083	0
27	3295	0
27	2622	0
27	2381	0
27	4609	0
27	2628	0
27	3295	0
27	2622	0
27	2381	0
27	3694	0
27	4222	0
27	3353	0
27	2622	0
27	2381	0
28	3767	0
28	4137	0
28	4582	0
28	1694	0
