0	4767	0
0	5060	0
0	2064	0
0	6103	0
0	5290	0
0	4981	1
0	5503	2
0	4576	3
0	4192	4
0	4192	4
1	1784	3
1	7338	3
1	7120	3
1	2451	3
1	4884	4
1	3012	4
1	5230	4
1	2177	4
1	4884	4
1	3012	4
1	5230	4
1	2177	4
2	7338	3
2	3012	4
2	3012	4
3	6881	0
3	6477	0
3	4620	0
3	1799	0
3	5783	0
3	5503	2
3	3497	2
4	6948	0
4	4844	0
4	5593	0
4	7748	0
4	5290	0
4	4089	0
4	5331	0
4	3084	0
4	7748	0
4	5290	0
4	2294	0
4	4844	0
4	5593	0
4	7748	0
4	5290	0
4	2680	2
4	6007	2
4	5251	2
4	5352	3
4	4047	3
4	4506	3
4	3320	3
4	3281	3
4	3272	3
4	6325	4
4	4637	4
4	2603	4
4	6006	4
4	1843	4
4	3680	4
4	6325	4
4	4637	4
4	2603	4
4	6006	4
4	1843	4
4	3680	4
5	4076	1
5	4599	1
5	4658	1
5	4640	1
5	2278	1
5	6294	1
5	7043	1
5	6578	1
5	5559	1
5	2042	1
5	8817	1
5	6220	1
5	8168	1
5	4251	1
5	6834	1
5	2482	1
5	2924	1
5	3304	1
5	2420	1
5	7934	1
5	3797	1
5	6416	1
5	4740	1
5	6222	1
5	7629	1
5	8742	1
5	6362	1
5	3453	1
5	1929	1
5	5371	1
5	3468	3
5	7310	3
5	6086	3
5	3663	3
5	5352	3
5	5448	3
5	5606	3
5	3893	3
5	3182	3
5	3272	3
5	5759	3
5	2511	3
5	5553	4
5	7878	4
5	2608	4
5	3527	4
5	6325	4
5	3372	4
5	5241	4
5	2436	4
5	4013	4
5	3680	4
5	7455	4
5	2509	4
5	5553	4
5	7878	4
5	2608	4
5	3527	4
5	6325	4
5	3372	4
5	5241	4
5	2436	4
5	4013	4
5	3680	4
5	7455	4
5	2509	4
6	8884	0
6	8704	0
6	5476	0
6	8105	0
6	4435	0
6	8168	1
6	8096	1
6	5954	1
6	5332	1
