
0	2001	0
0	4265	0
0	2514	0
0	2728	0
0	1672	0
1	4350	0
1	2144	0
1	1863	0
1	3246	0
1	3294	0
1	4546	0
1	2144	0
1	1863	0
1	3246	0
1	3294	0
2	3286	0
2	2144	0
2	1863	0
2	3246	0
2	3294	0
3	1698	0
3	2194	0
3	2475	0
3	4847	0
3	1913	0
4	3970	0
4	4234	0
4	1996	0
4	4369	0
4	2498	0
5	3088	0
5	2501	0
5	4575	0
5	2949	0
5	3039	0
6	1983	0
6	2535	0
6	2536	0
6	4369	0
6	2498	0
7	3093	0
7	4613	0
7	2511	0
7	3541	0
7	1672	0
7	2813	0
7	3839	0
7	2845	0
7	3541	0
7	1672	0
7	3647	0
7	4613	0
7	2511	0
7	3541	0
7	1672	0
8	2508	0
8	2236	0
8	3891	0
8	4805	0
8	4645	0
9	2170	0
9	4089	0
9	4093	0
9	4698	0
9	2019	0
9	4519	0
9	1814	0
9	3081	0
9	3155	0
9	4645	0
9	4831	0
9	3592	0
9	3081	0
9	3155	0
9	4645	0
9	1982	0
9	2563	0
9	3811	0
9	2317	0
9	2529	0
10	1786	0
10	2236	0
10	3891	0
10	4805	0
10	4645	0
11	1979	0
11	3930	0
11	4227	0
11	5034	0
11	2794	0
12	3645	0
12	2391	0
12	3057	0
12	3537	0
12	3257	0
12	2253	0
12	3622	0
12	3067	0
12	3155	0
12	4645	0
13	4415	0
13	1869	0
13	1968	0
13	3155	0
13	4645	0
13	3431	0
13	2563	0
13	3811	0
13	2317	0
13	2529	0
14	2604	0
14	3594	0
14	3202	0
14	3957	0
14	4645	0
15	4551	0
15	3963	0
15	4349	0
15	2310	0
15	1672	0
16	1962	0
16	3622	0
16	3067	0
16	3155	0
16	4645	0
17	3304	0
17	4951	0
17	2884	0
17	2820	0
17	3471	0
18	4066	0
18	4251	0
18	2708	0
18	3155	0
18	4645	0
19	4886	0
19	3622	0
19	3067	0
19	3155	0
19	4645	0
20	2370	0
20	3839	0
20	2845	0
20	3541	0
20	1672	0
20	3752	0
20	4432	0
20	3777	0
20	2398	0
20	2794	0
20	1664	0
20	3002	0
20	2511	0
20	3541	0
20	1672	0
20	2813	0
20	3839	0
20	2845	0
20	3541	0
20	1672	0
20	2423	0
20	3002	0
20	2511	0
20	3541	0
20	1672	0
21	3774	0
21	2563	0
21	3811	0
21	2317	0
21	2529	0
21	1626	0
21	3933	0
21	3777	0
21	2398	0
21	2794	0
21	3923	0
21	3809	0
21	2321	0
21	4637	0
21	3257	0
21	3656	0
21	4993	0
21	1769	0
21	2261	0
21	1913	0
21	3816	0
21	2181	0
21	3067	0
21	3155	0
21	4645	0
22	2882	0
22	2221	0
22	3261	0
22	4612	0
22	3039	0
22	4960	0
22	1869	0
22	1968	0
22	3155	0
22	4645	0
23	2928	0
23	2328	0
23	3891	0
23	4805	0
23	4645	0
24	3746	0
24	1686	0
24	2091	0
24	4574	0
24	4884	0
24	4818	0
24	4653	0
24	2091	0
24	4574	0
24	4884	0
24	4018	0
24	1686	0
24	2091	0
24	4574	0
24	4884	0
24	3972	0
24	1686	0
24	2091	0
24	4574	0
24	4884	0
24	4473	0
24	3622	0
24	3067	0
24	3155	0
24	4645	0
24	3010	0
24	1686	0
24	2091	0
24	4574	0
24	4884	0
24	2174	0
24	3622	0
24	3067	0
24	3155	0
24	4645	0
24	4159	0
24	1686	0
24	2091	0
24	4574	0
24	4884	0
24	3624	0
24	1686	0
24	2091	0
24	4574	0
24	4884	0
25	2130	0
25	3363	0
25	4962	0
25	2726	0
25	1672	0
26	2879	0
